command started at 2026-03-09 04:32:43+00:00, finished at 2026-03-09 04:32:53+00:00 with exitcode=0
LAST SEEN   TYPE      REASON      OBJECT                                     MESSAGE
27m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-28sxk   Pulling image "ghcr.io/actions/actions-runner:latest"
27m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-28sxk   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 79ms (79ms including waiting). Image size: 540108575 bytes.
27m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-28sxk   Created container: runner
27m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-28sxk   Started container runner
47m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-28t2j   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-28t2j to aks-heavy-22317745-vmss000002
47m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-28t2j   Pulling image "ghcr.io/actions/actions-runner:latest"
47m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-28t2j   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 78ms (78ms including waiting). Image size: 540108575 bytes.
11m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-28v6c   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-28v6c to aks-heavy-22317745-vmss000002
11m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-28v6c   Pulling image "ghcr.io/actions/actions-runner:latest"
11m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-28v6c   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 72ms (72ms including waiting). Image size: 540108575 bytes.
11m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-28v6c   Created container: runner
39m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-28wph   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-28wph to aks-heavy-22317745-vmss000002
39m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-28wph   Pulling image "ghcr.io/actions/actions-runner:latest"
39m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-28wph   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 78ms (78ms including waiting). Image size: 540108575 bytes.
25m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-297f8   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-297f8 to aks-heavy-22317745-vmss000002
25m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-297f8   Pulling image "ghcr.io/actions/actions-runner:latest"
40m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-29c7s   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-29c7s to aks-heavy-22317745-vmss000002
40m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-29c7s   Pulling image "ghcr.io/actions/actions-runner:latest"
40m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-29c7s   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 73ms (73ms including waiting). Image size: 540108575 bytes.
40m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-29c7s   Created container: runner
40m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-29c7s   Started container runner
62m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-29k5k   Pulling image "ghcr.io/actions/actions-runner:latest"
62m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-29k5k   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 64ms (64ms including waiting). Image size: 540108575 bytes.
3m53s       Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-29l54   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-29l54 to aks-heavy-22317745-vmss000002
3m53s       Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-29l54   Pulling image "ghcr.io/actions/actions-runner:latest"
3m53s       Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-29l54   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 220ms (220ms including waiting). Image size: 540108575 bytes.
58m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-29pdh   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-29pdh to aks-heavy-22317745-vmss000002
58m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-29pdh   Pulling image "ghcr.io/actions/actions-runner:latest"
58m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-29pdh   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 71ms (71ms including waiting). Image size: 540108575 bytes.
58m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-29pdh   Started container runner
50m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-29xgk   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-29xgk to aks-heavy-22317745-vmss000002
50m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-29xgk   Pulling image "ghcr.io/actions/actions-runner:latest"
50m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-29xgk   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 102ms (102ms including waiting). Image size: 540108575 bytes.
14m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2b5xr   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2b5xr to aks-heavy-22317745-vmss000002
14m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-2b5xr   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 82ms (82ms including waiting). Image size: 540108575 bytes.
62m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-2b6vt   Pulling image "ghcr.io/actions/actions-runner:latest"
62m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-2b6vt   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 93ms (93ms including waiting). Image size: 540108575 bytes.
62m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-2b6vt   Started container runner
12m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2b7gb   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2b7gb to aks-heavy-22317745-vmss000002
12m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-2b7gb   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 59ms (59ms including waiting). Image size: 540108575 bytes.
50m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2bfrw   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2bfrw to aks-heavy-22317745-vmss000002
50m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-2bfrw   Pulling image "ghcr.io/actions/actions-runner:latest"
50m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-2bfrw   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 67ms (67ms including waiting). Image size: 540108575 bytes.
44m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2bhks   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2bhks to aks-heavy-22317745-vmss000002
44m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-2bhks   Pulling image "ghcr.io/actions/actions-runner:latest"
44m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-2bhks   Created container: runner
51m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2bhn9   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2bhn9 to aks-heavy-22317745-vmss000002
51m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-2bhn9   Pulling image "ghcr.io/actions/actions-runner:latest"
51m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-2bhn9   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 74ms (74ms including waiting). Image size: 540108575 bytes.
51m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-2bhn9   Created container: runner
9m53s       Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2bjbk   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2bjbk to aks-heavy-22317745-vmss000002
9m54s       Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-2bjbk   Pulling image "ghcr.io/actions/actions-runner:latest"
9m53s       Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-2bjbk   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 130ms (130ms including waiting). Image size: 540108575 bytes.
9m53s       Normal    Created     pod/arc-heavy-runners-mlqbj-runner-2bjbk   Created container: runner
54m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2blbv   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2blbv to aks-heavy-22317745-vmss000002
54m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-2blbv   Pulling image "ghcr.io/actions/actions-runner:latest"
2m56s       Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2blff   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2blff to aks-heavy-22317745-vmss000002
25m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2bv65   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2bv65 to aks-heavy-22317745-vmss000002
25m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-2bv65   Pulling image "ghcr.io/actions/actions-runner:latest"
25m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-2bv65   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 90ms (90ms including waiting). Image size: 540108575 bytes.
25m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-2bv65   Created container: runner
37m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2bwgd   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2bwgd to aks-heavy-22317745-vmss000002
37m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-2bwgd   Pulling image "ghcr.io/actions/actions-runner:latest"
37m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-2bwgd   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 145ms (145ms including waiting). Image size: 540108575 bytes.
37m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-2bwgd   Created container: runner
37m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-2bwgd   Started container runner
44m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2bxnr   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2bxnr to aks-heavy-22317745-vmss000002
44m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-2bxnr   Pulling image "ghcr.io/actions/actions-runner:latest"
44m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-2bxnr   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 76ms (76ms including waiting). Image size: 540108575 bytes.
44m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-2bxnr   Created container: runner
44m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-2bxnr   Started container runner
60m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2bz5v   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2bz5v to aks-heavy-22317745-vmss000002
60m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-2bz5v   Pulling image "ghcr.io/actions/actions-runner:latest"
60m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-2bz5v   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 85ms (85ms including waiting). Image size: 540108575 bytes.
28m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2c65k   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2c65k to aks-heavy-22317745-vmss000002
28m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-2c65k   Pulling image "ghcr.io/actions/actions-runner:latest"
28m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-2c65k   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 75ms (75ms including waiting). Image size: 540108575 bytes.
28m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-2c65k   Started container runner
33m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2c7gr   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2c7gr to aks-heavy-22317745-vmss000002
33m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-2c7gr   Pulling image "ghcr.io/actions/actions-runner:latest"
33m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-2c7gr   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 75ms (75ms including waiting). Image size: 540108575 bytes.
46m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2c8zs   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2c8zs to aks-heavy-22317745-vmss000002
46m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-2c8zs   Pulling image "ghcr.io/actions/actions-runner:latest"
46m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-2c8zs   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 167ms (167ms including waiting). Image size: 540108575 bytes.
46m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-2c8zs   Created container: runner
29m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2cdqb   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2cdqb to aks-heavy-22317745-vmss000002
29m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-2cdqb   Pulling image "ghcr.io/actions/actions-runner:latest"
29m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-2cdqb   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 100ms (100ms including waiting). Image size: 540108575 bytes.
56m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2cfhl   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2cfhl to aks-heavy-22317745-vmss000002
56m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-2cfhl   Pulling image "ghcr.io/actions/actions-runner:latest"
56m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-2cfhl   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 147ms (147ms including waiting). Image size: 540108575 bytes.
23m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2cfp9   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2cfp9 to aks-heavy-22317745-vmss000002
23m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-2cfp9   Pulling image "ghcr.io/actions/actions-runner:latest"
23m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-2cfp9   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 82ms (82ms including waiting). Image size: 540108575 bytes.
23m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-2cfp9   Created container: runner
58m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2clnx   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2clnx to aks-heavy-22317745-vmss000002
58m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-2clnx   Pulling image "ghcr.io/actions/actions-runner:latest"
58m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-2clnx   Started container runner
2m33s       Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2crpr   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2crpr to aks-heavy-22317745-vmss000002
42m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2ctcp   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2ctcp to aks-heavy-22317745-vmss000002
42m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-2ctcp   Pulling image "ghcr.io/actions/actions-runner:latest"
42m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-2ctcp   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 110ms (110ms including waiting). Image size: 540108575 bytes.
53m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2cwlv   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2cwlv to aks-heavy-22317745-vmss000002
53m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-2cwlv   Pulling image "ghcr.io/actions/actions-runner:latest"
53m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-2cwlv   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 66ms (66ms including waiting). Image size: 540108575 bytes.
22m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2d5x8   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2d5x8 to aks-heavy-22317745-vmss000002
22m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-2d5x8   Pulling image "ghcr.io/actions/actions-runner:latest"
22m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-2d5x8   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 82ms (82ms including waiting). Image size: 540108575 bytes.
6m57s       Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2d6sz   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2d6sz to aks-heavy-22317745-vmss000002
6m58s       Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-2d6sz   Pulling image "ghcr.io/actions/actions-runner:latest"
6m58s       Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-2d6sz   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 66ms (66ms including waiting). Image size: 540108575 bytes.
6m58s       Normal    Created     pod/arc-heavy-runners-mlqbj-runner-2d6sz   Created container: runner
6m58s       Normal    Started     pod/arc-heavy-runners-mlqbj-runner-2d6sz   Started container runner
46m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2d8hm   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2d8hm to aks-heavy-22317745-vmss000002
46m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-2d8hm   Pulling image "ghcr.io/actions/actions-runner:latest"
46m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-2d8hm   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 68ms (68ms including waiting). Image size: 540108575 bytes.
40m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-2dbfq   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-2dbfq to aks-heavy-22317745-vmss000002
40m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-2dbfq   Pulling image "ghcr.io/actions/actions-runner:latest"
